session_id,date,education_level,subject,task_type,duration_min,num_prompts,ai_help_level,result,reuse_ai_again,prompts_per_min,is_success,satisfaction_rating
421,2025-01-18 12:00:00,Undergraduate,Engineering,Writing,72,5,5,Partial Complete,True,0.06944444444444445,1,5.0
422,2025-01-18 13:00:00,High School,Biology,Coding,97,16,4,Completed,True,0.16494845360824742,1,5.0
423,2025-01-18 14:00:00,High School,Engineering,Brainstorming,42,14,2,Completed,True,0.3333333333333333,1,4.5115642906416005
424,2025-01-18 15:00:00,High School,Psychology,Writing,102,13,2,Partial Complete,False,0.12745098039215685,1,3.6161509759178774
425,2025-01-18 16:00:00,Undergraduate,Computer Science,Brainstorming,67,22,4,Completed,False,0.3283582089552239,1,5.0
426,2025-01-18 17:00:00,Graduate,Engineering,Studying,51,15,3,Completed,True,0.29411764705882354,1,5.0
427,2025-01-18 18:00:00,High School,History,Studying,42,8,3,Completed,True,0.19047619047619047,1,5.0
428,2025-01-18 19:00:00,Graduate,Engineering,Coding,55,14,5,Completed,True,0.2545454545454545,1,5.0
429,2025-01-18 20:00:00,High School,Business,Studying,20,10,2,Partial Complete,False,0.5,1,3.9278292046086634
430,2025-01-18 21:00:00,Graduate,Business,Writing,51,18,4,Completed,True,0.35294117647058826,1,5.0
431,2025-01-18 22:00:00,Graduate,Mathematics,Studying,54,13,3,Completed,False,0.24074074074074073,1,4.923491503156779
432,2025-01-18 23:00:00,Undergraduate,Biology,Writing,38,13,2,Completed,True,0.34210526315789475,1,5.0
433,2025-01-19 00:00:00,Undergraduate,Psychology,Studying,74,4,3,Confused,True,0.05405405405405406,0,3.174117419127331
434,2025-01-19 01:00:00,Graduate,Business,Studying,55,12,3,Completed,True,0.21818181818181817,1,5.0
435,2025-01-19 02:00:00,High School,Mathematics,Writing,47,11,3,Completed,False,0.23404255319148937,1,4.99647217548847
436,2025-01-19 03:00:00,High School,Computer Science,Coding,53,6,2,Confused,True,0.11320754716981132,0,2.7717801228509296
437,2025-01-19 04:00:00,High School,Business,Studying,67,10,4,Completed,True,0.14925373134328357,1,5.0
438,2025-01-19 05:00:00,Undergraduate,Business,Studying,61,14,3,Completed,True,0.22950819672131148,1,4.964866131137334
439,2025-01-19 06:00:00,Undergraduate,Computer Science,Studying,45,11,4,Completed,True,0.24444444444444444,1,5.0
440,2025-01-19 07:00:00,Undergraduate,Computer Science,Writing,62,4,4,Partial Complete,True,0.06451612903225806,1,4.703972738802347
441,2025-01-19 08:00:00,Graduate,Biology,Studying,58,10,4,Completed,False,0.1724137931034483,1,5.0
442,2025-01-19 09:00:00,High School,Computer Science,Coding,37,9,4,Completed,True,0.24324324324324326,1,5.0
443,2025-01-19 10:00:00,Undergraduate,Business,Writing,54,12,3,Completed,False,0.2222222222222222,1,4.9078017777452265
444,2025-01-19 11:00:00,High School,Biology,Coding,71,12,3,Partial Complete,True,0.16901408450704225,1,4.53343463902135
445,2025-01-19 12:00:00,High School,Engineering,Writing,71,9,4,Completed,False,0.1267605633802817,1,5.0
446,2025-01-19 13:00:00,Undergraduate,Computer Science,Studying,55,9,2,Partial Complete,False,0.16363636363636364,1,3.8817210240177857
447,2025-01-19 14:00:00,Graduate,Biology,Homework Help,73,12,4,Completed,True,0.1643835616438356,1,5.0
448,2025-01-19 15:00:00,Undergraduate,Computer Science,Coding,40,16,3,Completed,False,0.4,1,5.0
449,2025-01-19 16:00:00,High School,Biology,Studying,41,13,3,Completed,True,0.3170731707317073,1,5.0
450,2025-01-19 17:00:00,Undergraduate,Biology,Homework Help,54,19,2,Completed,True,0.35185185185185186,1,5.0
451,2025-01-19 18:00:00,High School,History,Writing,89,17,3,Completed,True,0.19101123595505617,1,5.0
452,2025-01-19 19:00:00,Graduate,Biology,Writing,63,19,3,Completed,True,0.30158730158730157,1,5.0
453,2025-01-19 20:00:00,Undergraduate,Engineering,Brainstorming,54,18,5,Completed,True,0.3333333333333333,1,5.0
454,2025-01-19 21:00:00,High School,Computer Science,Studying,90,19,4,Completed,False,0.2111111111111111,1,5.0
455,2025-01-19 22:00:00,High School,Computer Science,Brainstorming,54,6,3,Drafted Ideas,False,0.1111111111111111,0,3.6766450781871973
456,2025-01-19 23:00:00,High School,Computer Science,Writing,104,15,2,Completed,True,0.14423076923076922,1,4.5356835915732745
457,2025-01-20 00:00:00,Graduate,Business,Coding,49,18,3,Completed,False,0.3673469387755102,1,5.0
458,2025-01-20 01:00:00,Undergraduate,Psychology,Studying,39,18,5,Completed,False,0.46153846153846156,1,5.0
459,2025-01-20 02:00:00,Undergraduate,Computer Science,Studying,56,8,2,Drafted Ideas,False,0.14285714285714285,0,3.631270430821052
460,2025-01-20 03:00:00,Undergraduate,Psychology,Homework Help,55,15,4,Completed,True,0.2727272727272727,1,5.0
461,2025-01-20 04:00:00,Undergraduate,Engineering,Studying,43,12,4,Completed,True,0.27906976744186046,1,5.0
462,2025-01-20 05:00:00,High School,History,Studying,112,21,2,Completed,True,0.1875,1,5.0
463,2025-01-20 06:00:00,Graduate,Computer Science,Writing,66,5,5,Drafted Ideas,False,0.07575757575757576,0,5.0
464,2025-01-20 07:00:00,Undergraduate,Engineering,Writing,69,8,3,Drafted Ideas,True,0.11594202898550725,0,3.8979381384703524
465,2025-01-20 08:00:00,Undergraduate,Psychology,Studying,50,2,4,Confused,False,0.04,0,3.8798834171492933
466,2025-01-20 09:00:00,Undergraduate,Business,Brainstorming,48,12,2,Completed,False,0.25,1,4.525584782578275
467,2025-01-20 10:00:00,Undergraduate,Business,Coding,80,23,5,Completed,True,0.2875,1,5.0
468,2025-01-20 11:00:00,Graduate,Business,Brainstorming,26,11,2,Completed,False,0.4230769230769231,1,4.411205160217092
469,2025-01-20 12:00:00,High School,History,Studying,37,12,3,Completed,True,0.32432432432432434,1,4.993737885491806
470,2025-01-20 13:00:00,Undergraduate,Mathematics,Studying,55,14,5,Completed,True,0.2545454545454545,1,5.0
471,2025-01-20 14:00:00,Undergraduate,Mathematics,Writing,87,11,4,Completed,True,0.12643678160919541,1,5.0
472,2025-01-20 15:00:00,Undergraduate,Mathematics,Studying,52,13,4,Completed,False,0.25,1,5.0
473,2025-01-20 16:00:00,High School,History,Coding,68,13,3,Completed,False,0.19117647058823528,1,5.0
474,2025-01-20 17:00:00,High School,Psychology,Studying,60,7,5,Completed,False,0.11666666666666667,1,5.0
475,2025-01-20 18:00:00,High School,Business,Brainstorming,85,11,5,Completed,True,0.12941176470588237,1,5.0
476,2025-01-20 19:00:00,Undergraduate,Computer Science,Brainstorming,28,15,4,Completed,True,0.5357142857142857,1,5.0
477,2025-01-20 20:00:00,Undergraduate,Mathematics,Brainstorming,74,16,2,Completed,False,0.21621621621621623,1,4.666195240670309
478,2025-01-20 21:00:00,Undergraduate,Biology,Homework Help,56,18,5,Completed,False,0.32142857142857145,1,5.0
479,2025-01-20 22:00:00,Undergraduate,Mathematics,Homework Help,78,13,2,Partial Complete,False,0.16666666666666666,1,4.127434129227401
480,2025-01-20 23:00:00,Undergraduate,Biology,Coding,43,13,5,Completed,False,0.3023255813953488,1,5.0
481,2025-01-21 00:00:00,Undergraduate,Psychology,Coding,60,15,2,Completed,False,0.25,1,4.729371461890399
482,2025-01-21 01:00:00,High School,Computer Science,Brainstorming,57,9,2,Partial Complete,True,0.15789473684210525,1,4.229595892978712
483,2025-01-21 02:00:00,Undergraduate,Engineering,Homework Help,39,8,2,Partial Complete,False,0.20512820512820512,1,3.82148464209117
484,2025-01-21 03:00:00,Undergraduate,Business,Homework Help,34,11,2,Completed,True,0.3235294117647059,1,4.8982171469604285
485,2025-01-21 04:00:00,High School,Computer Science,Brainstorming,48,5,4,Partial Complete,False,0.10416666666666667,1,4.9099365245486775
486,2025-01-21 05:00:00,Undergraduate,Business,Studying,62,14,3,Completed,True,0.22580645161290322,1,4.541734977502419
487,2025-01-21 06:00:00,Undergraduate,Engineering,Homework Help,44,17,2,Completed,False,0.38636363636363635,1,4.511812774491637
488,2025-01-21 07:00:00,High School,Psychology,Homework Help,53,8,3,Partial Complete,True,0.1509433962264151,1,4.4980115661352205
489,2025-01-21 08:00:00,Undergraduate,Engineering,Writing,22,14,5,Completed,True,0.6363636363636364,1,5.0
490,2025-01-21 09:00:00,Undergraduate,Biology,Brainstorming,52,8,4,Completed,True,0.15384615384615385,1,5.0
491,2025-01-21 10:00:00,Undergraduate,Engineering,Writing,80,6,4,Partial Complete,True,0.075,1,5.0
492,2025-01-21 11:00:00,Undergraduate,Mathematics,Homework Help,74,22,3,Completed,False,0.2972972972972973,1,5.0
493,2025-01-21 12:00:00,Undergraduate,Computer Science,Studying,58,6,4,Partial Complete,False,0.10344827586206896,1,5.0
494,2025-01-21 13:00:00,Undergraduate,Biology,Brainstorming,64,5,5,Partial Complete,True,0.078125,1,5.0
495,2025-01-21 14:00:00,Undergraduate,Business,Studying,43,13,4,Completed,True,0.3023255813953488,1,5.0
496,2025-01-21 15:00:00,Undergraduate,Psychology,Coding,92,13,2,Drafted Ideas,False,0.14130434782608695,0,3.093410135107065
497,2025-01-21 16:00:00,Undergraduate,Biology,Studying,101,15,4,Completed,False,0.1485148514851485,1,5.0
498,2025-01-21 17:00:00,Undergraduate,Computer Science,Coding,63,22,5,Completed,False,0.3492063492063492,1,5.0
499,2025-01-21 18:00:00,Undergraduate,Mathematics,Studying,111,8,2,Confused,True,0.07207207207207207,0,2.845566277510322
500,2025-01-21 19:00:00,Undergraduate,History,Homework Help,46,9,3,Partial Complete,False,0.1956521739130435,1,4.22712830462215
501,2025-01-21 20:00:00,Undergraduate,Computer Science,Writing,34,20,4,Completed,True,0.5882352941176471,1,5.0
502,2025-01-21 21:00:00,Graduate,Biology,Brainstorming,45,16,2,Completed,False,0.35555555555555557,1,4.345902536902136
503,2025-01-21 22:00:00,Graduate,Mathematics,Studying,55,16,4,Completed,True,0.2909090909090909,1,5.0
504,2025-01-21 23:00:00,Undergraduate,Computer Science,Studying,106,9,5,Completed,True,0.08490566037735849,1,5.0
505,2025-01-22 00:00:00,Undergraduate,Business,Brainstorming,54,17,4,Completed,True,0.3148148148148148,1,5.0
506,2025-01-22 01:00:00,Undergraduate,Psychology,Writing,42,16,3,Completed,False,0.38095238095238093,1,5.0
507,2025-01-22 02:00:00,Undergraduate,Computer Science,Coding,42,12,2,Completed,True,0.2857142857142857,1,4.529557388942098
508,2025-01-22 03:00:00,Graduate,History,Brainstorming,82,9,4,Completed,False,0.10975609756097561,1,5.0
509,2025-01-22 04:00:00,Undergraduate,Biology,Brainstorming,79,12,5,Completed,True,0.1518987341772152,1,5.0
510,2025-01-22 05:00:00,High School,History,Writing,50,20,5,Completed,False,0.4,1,5.0
511,2025-01-22 06:00:00,High School,Mathematics,Homework Help,22,6,4,Partial Complete,True,0.2727272727272727,1,4.974556121968224
512,2025-01-22 07:00:00,Graduate,Engineering,Writing,37,8,2,Partial Complete,True,0.21621621621621623,1,3.8255094709561765
513,2025-01-22 08:00:00,High School,Engineering,Writing,94,8,3,Drafted Ideas,False,0.0851063829787234,0,3.856073596348892
514,2025-01-22 09:00:00,High School,Mathematics,Coding,73,9,3,Partial Complete,True,0.1232876712328767,1,3.9762606989265916
515,2025-01-22 10:00:00,Undergraduate,Business,Studying,61,11,2,Partial Complete,True,0.18032786885245902,1,3.960902572756564
516,2025-01-22 11:00:00,High School,Business,Studying,97,16,2,Partial Complete,True,0.16494845360824742,1,3.8463632278233937
517,2025-01-22 12:00:00,Undergraduate,History,Brainstorming,99,14,4,Completed,False,0.1414141414141414,1,5.0
518,2025-01-22 13:00:00,Undergraduate,Business,Writing,59,12,2,Partial Complete,True,0.2033898305084746,1,3.9181170940455585
519,2025-01-22 14:00:00,High School,Biology,Coding,59,13,2,Completed,True,0.22033898305084745,1,4.917459131391607
520,2025-01-22 15:00:00,Graduate,Psychology,Writing,48,15,5,Completed,True,0.3125,1,5.0
521,2025-01-22 16:00:00,Graduate,Engineering,Studying,54,3,4,Confused,False,0.05555555555555555,0,3.5323552605653283
522,2025-01-22 17:00:00,Undergraduate,Mathematics,Studying,30,17,5,Completed,True,0.5666666666666667,1,5.0
523,2025-01-22 18:00:00,High School,Business,Homework Help,30,7,2,Drafted Ideas,True,0.23333333333333334,0,3.438290190895303
524,2025-01-22 19:00:00,Undergraduate,Mathematics,Coding,25,9,3,Completed,True,0.36,1,5.0
525,2025-01-22 20:00:00,High School,Business,Studying,81,13,4,Completed,True,0.16049382716049382,1,5.0
526,2025-01-22 21:00:00,Undergraduate,Psychology,Coding,28,11,4,Completed,True,0.39285714285714285,1,5.0
527,2025-01-22 22:00:00,Graduate,Engineering,Coding,98,14,3,Completed,True,0.14285714285714285,1,5.0
528,2025-01-22 23:00:00,Graduate,Engineering,Writing,45,12,5,Completed,True,0.26666666666666666,1,5.0
529,2025-01-23 00:00:00,Undergraduate,History,Homework Help,94,10,4,Completed,True,0.10638297872340426,1,5.0
530,2025-01-23 01:00:00,Undergraduate,Business,Writing,52,19,2,Completed,True,0.36538461538461536,1,5.0
531,2025-01-23 02:00:00,Undergraduate,Psychology,Writing,28,15,2,Completed,True,0.5357142857142857,1,4.365806169300132
532,2025-01-23 03:00:00,Undergraduate,Computer Science,Coding,85,13,2,Partial Complete,False,0.15294117647058825,1,3.528947920408412
533,2025-01-23 04:00:00,Undergraduate,History,Writing,88,15,5,Completed,True,0.17045454545454544,1,5.0
534,2025-01-23 05:00:00,Undergraduate,Business,Coding,41,8,5,Completed,False,0.1951219512195122,1,5.0
535,2025-01-23 06:00:00,High School,Engineering,Studying,53,22,3,Completed,True,0.41509433962264153,1,5.0
536,2025-01-23 07:00:00,High School,Engineering,Brainstorming,41,6,4,Partial Complete,True,0.14634146341463414,1,5.0
537,2025-01-23 08:00:00,Undergraduate,Computer Science,Coding,57,12,5,Completed,True,0.21052631578947367,1,5.0
538,2025-01-23 09:00:00,High School,Engineering,Coding,62,10,2,Drafted Ideas,True,0.16129032258064516,0,2.8758100718238673
539,2025-01-23 10:00:00,High School,Computer Science,Studying,52,10,5,Completed,False,0.19230769230769232,1,5.0
540,2025-01-23 11:00:00,Graduate,Biology,Brainstorming,23,9,3,Completed,True,0.391304347826087,1,4.438780906750014
541,2025-01-23 12:00:00,Graduate,Biology,Studying,48,8,3,Drafted Ideas,True,0.16666666666666666,0,4.148302725009135
542,2025-01-23 13:00:00,Undergraduate,Engineering,Coding,74,17,2,Completed,True,0.22972972972972974,1,4.574376598324007
543,2025-01-23 14:00:00,Graduate,Mathematics,Brainstorming,55,5,4,Drafted Ideas,True,0.09090909090909091,0,4.323925020732143
544,2025-01-23 15:00:00,Graduate,Engineering,Coding,53,16,4,Completed,False,0.3018867924528302,1,5.0
545,2025-01-23 16:00:00,High School,Mathematics,Homework Help,41,15,2,Completed,True,0.36585365853658536,1,4.2948143884684
546,2025-01-23 17:00:00,Undergraduate,History,Studying,47,10,4,Completed,False,0.2127659574468085,1,5.0
547,2025-01-23 18:00:00,Undergraduate,History,Writing,88,14,2,Drafted Ideas,False,0.1590909090909091,0,2.873423986118863
548,2025-01-23 19:00:00,High School,Engineering,Homework Help,37,11,3,Completed,False,0.2972972972972973,1,5.0
549,2025-01-23 20:00:00,Undergraduate,Business,Coding,74,6,4,Partial Complete,True,0.08108108108108109,1,5.0
550,2025-01-23 21:00:00,Undergraduate,Business,Writing,60,6,5,Partial Complete,True,0.1,1,5.0
551,2025-01-23 22:00:00,Undergraduate,Engineering,Coding,64,15,2,Completed,True,0.234375,1,4.3490930264562335
552,2025-01-23 23:00:00,High School,History,Brainstorming,45,15,3,Completed,False,0.3333333333333333,1,5.0
553,2025-01-24 00:00:00,High School,Engineering,Homework Help,52,13,3,Completed,True,0.25,1,5.0
554,2025-01-24 01:00:00,Graduate,Mathematics,Writing,59,10,4,Completed,True,0.1694915254237288,1,5.0
555,2025-01-24 02:00:00,High School,Engineering,Homework Help,49,11,5,Completed,True,0.22448979591836735,1,5.0
556,2025-01-24 03:00:00,High School,History,Writing,66,10,4,Completed,False,0.15151515151515152,1,5.0
557,2025-01-24 04:00:00,High School,History,Writing,69,3,5,Partial Complete,True,0.043478260869565216,1,5.0
558,2025-01-24 05:00:00,Undergraduate,Psychology,Coding,103,12,3,Partial Complete,True,0.11650485436893204,1,4.491664312668485
559,2025-01-24 06:00:00,Undergraduate,Biology,Writing,65,14,4,Completed,False,0.2153846153846154,1,5.0
560,2025-01-24 07:00:00,Undergraduate,History,Brainstorming,21,12,3,Completed,False,0.5714285714285714,1,5.0
561,2025-01-24 08:00:00,High School,History,Writing,83,20,5,Completed,False,0.24096385542168675,1,5.0
562,2025-01-24 09:00:00,High School,Engineering,Studying,55,6,2,Confused,True,0.10909090909090909,0,3.0593165224691456
563,2025-01-24 10:00:00,Graduate,Business,Coding,100,8,5,Completed,True,0.08,1,5.0
564,2025-01-24 11:00:00,Undergraduate,Business,Brainstorming,89,12,4,Completed,True,0.1348314606741573,1,5.0
565,2025-01-24 12:00:00,Undergraduate,Engineering,Homework Help,49,13,5,Completed,True,0.2653061224489796,1,5.0
566,2025-01-24 13:00:00,Undergraduate,Engineering,Studying,74,2,4,Confused,True,0.02702702702702703,0,3.790942671313885
567,2025-01-24 14:00:00,Undergraduate,Psychology,Studying,48,15,3,Completed,True,0.3125,1,5.0
568,2025-01-24 15:00:00,High School,Business,Coding,60,13,3,Completed,True,0.21666666666666667,1,5.0
569,2025-01-24 16:00:00,Undergraduate,Engineering,Studying,73,1,2,Gave Up,True,0.0136986301369863,0,1.8423253563008082
570,2025-01-24 17:00:00,Undergraduate,Psychology,Homework Help,82,11,5,Completed,False,0.13414634146341464,1,5.0
571,2025-01-24 18:00:00,Undergraduate,History,Coding,77,7,2,Drafted Ideas,True,0.09090909090909091,0,3.5860272973420684
572,2025-01-24 19:00:00,Graduate,Computer Science,Coding,61,9,5,Completed,False,0.14754098360655737,1,5.0
573,2025-01-24 20:00:00,Undergraduate,Psychology,Studying,109,5,4,Confused,False,0.045871559633027525,0,4.360115981051669
574,2025-01-24 21:00:00,Undergraduate,History,Coding,52,14,2,Completed,True,0.2692307692307692,1,4.736213185010589
575,2025-01-24 22:00:00,Graduate,Mathematics,Homework Help,27,20,5,Completed,True,0.7407407407407407,1,5.0
576,2025-01-24 23:00:00,Undergraduate,Biology,Coding,31,13,2,Completed,False,0.41935483870967744,1,4.726492110334891
577,2025-01-25 00:00:00,Graduate,History,Studying,89,1,2,Gave Up,False,0.011235955056179775,0,1.885043999633762
578,2025-01-25 01:00:00,Undergraduate,Business,Studying,58,13,4,Completed,True,0.22413793103448276,1,5.0
579,2025-01-25 02:00:00,Graduate,Biology,Homework Help,63,11,2,Partial Complete,True,0.1746031746031746,1,3.630483130283577
580,2025-01-25 03:00:00,Undergraduate,Mathematics,Homework Help,49,6,2,Drafted Ideas,False,0.12244897959183673,0,3.4841924468096424
581,2025-01-25 04:00:00,Undergraduate,History,Studying,50,13,4,Completed,True,0.26,1,5.0
582,2025-01-25 05:00:00,Undergraduate,Business,Writing,44,16,5,Completed,True,0.36363636363636365,1,5.0
583,2025-01-25 06:00:00,High School,Mathematics,Studying,69,8,2,Drafted Ideas,True,0.11594202898550725,0,3.8799419539241615
584,2025-01-25 07:00:00,Undergraduate,Biology,Writing,58,3,4,Drafted Ideas,False,0.05172413793103448,0,4.2004041503613365
585,2025-01-25 08:00:00,Graduate,Biology,Studying,68,1,4,Confused,True,0.014705882352941176,0,3.6896682082135164
586,2025-01-25 09:00:00,Undergraduate,Engineering,Brainstorming,66,8,2,Confused,True,0.12121212121212122,0,2.2345753312967775
587,2025-01-25 10:00:00,High School,Business,Homework Help,51,11,2,Partial Complete,False,0.21568627450980393,1,4.115009660693102
588,2025-01-25 11:00:00,Undergraduate,Mathematics,Studying,30,9,3,Completed,True,0.3,1,5.0
589,2025-01-25 12:00:00,High School,Engineering,Coding,29,8,4,Completed,True,0.27586206896551724,1,5.0
590,2025-01-25 13:00:00,High School,History,Studying,120,14,2,Partial Complete,True,0.11666666666666667,1,4.062791656653745
591,2025-01-25 14:00:00,Graduate,Engineering,Coding,89,14,3,Completed,True,0.15730337078651685,1,5.0
592,2025-01-25 15:00:00,Undergraduate,Mathematics,Studying,86,12,3,Completed,False,0.13953488372093023,1,5.0
593,2025-01-25 16:00:00,Undergraduate,Psychology,Studying,46,16,4,Completed,True,0.34782608695652173,1,5.0
594,2025-01-25 17:00:00,Undergraduate,Engineering,Homework Help,60,8,2,Drafted Ideas,True,0.13333333333333333,0,3.508955050851756
595,2025-01-25 18:00:00,High School,Mathematics,Studying,43,6,4,Completed,True,0.13953488372093023,1,5.0
596,2025-01-25 19:00:00,High School,Psychology,Brainstorming,33,9,5,Completed,True,0.2727272727272727,1,5.0
597,2025-01-25 20:00:00,Undergraduate,Business,Studying,48,9,4,Completed,True,0.1875,1,5.0
598,2025-01-25 21:00:00,Undergraduate,Psychology,Coding,86,1,4,Confused,True,0.011627906976744186,0,3.8920773686713073
599,2025-01-25 22:00:00,Graduate,History,Coding,76,9,2,Drafted Ideas,True,0.11842105263157894,0,3.7323668455121775
600,2025-01-25 23:00:00,Undergraduate,Computer Science,Homework Help,40,17,5,Completed,True,0.425,1,5.0
601,2025-01-26 00:00:00,Undergraduate,History,Studying,53,16,3,Completed,True,0.3018867924528302,1,5.0
602,2025-01-26 01:00:00,Undergraduate,Biology,Studying,74,14,2,Completed,True,0.1891891891891892,1,4.0350123005616325
603,2025-01-26 02:00:00,Graduate,Computer Science,Writing,48,12,4,Completed,True,0.25,1,5.0
604,2025-01-26 03:00:00,Undergraduate,Mathematics,Writing,61,19,3,Completed,True,0.3114754098360656,1,5.0
605,2025-01-26 04:00:00,Graduate,History,Writing,68,6,3,Drafted Ideas,True,0.08823529411764706,0,3.610417348553995
606,2025-01-26 05:00:00,Undergraduate,History,Studying,67,7,5,Completed,False,0.1044776119402985,1,5.0
607,2025-01-26 06:00:00,Graduate,Biology,Studying,65,17,4,Completed,True,0.26153846153846155,1,5.0
608,2025-01-26 07:00:00,High School,Business,Brainstorming,46,12,3,Completed,False,0.2608695652173913,1,4.657714889556024
609,2025-01-26 08:00:00,Undergraduate,Psychology,Writing,48,8,5,Completed,False,0.16666666666666666,1,5.0
610,2025-01-26 09:00:00,Undergraduate,Computer Science,Writing,37,14,3,Completed,False,0.3783783783783784,1,4.976493538582637
611,2025-01-26 10:00:00,Undergraduate,Business,Studying,28,9,5,Completed,False,0.32142857142857145,1,5.0
612,2025-01-26 11:00:00,Undergraduate,Mathematics,Studying,57,7,5,Completed,True,0.12280701754385964,1,5.0
613,2025-01-26 12:00:00,Graduate,Computer Science,Homework Help,76,7,3,Drafted Ideas,True,0.09210526315789473,0,3.81996759607265
614,2025-01-26 13:00:00,Graduate,Engineering,Writing,32,13,5,Completed,False,0.40625,1,5.0
615,2025-01-26 14:00:00,High School,Mathematics,Studying,65,13,4,Completed,True,0.2,1,5.0
616,2025-01-26 15:00:00,Undergraduate,Business,Homework Help,75,19,5,Completed,True,0.25333333333333335,1,5.0
617,2025-01-26 16:00:00,Undergraduate,Engineering,Writing,23,10,3,Completed,True,0.43478260869565216,1,5.0
618,2025-01-26 17:00:00,Undergraduate,Psychology,Coding,54,10,3,Completed,True,0.18518518518518517,1,4.753301430705959
619,2025-01-26 18:00:00,High School,Engineering,Coding,92,19,3,Completed,True,0.20652173913043478,1,5.0
620,2025-01-26 19:00:00,High School,Psychology,Writing,71,16,4,Completed,True,0.22535211267605634,1,5.0
621,2025-01-26 20:00:00,Undergraduate,Business,Coding,22,12,4,Completed,True,0.5454545454545454,1,5.0
622,2025-01-26 21:00:00,Undergraduate,Business,Writing,73,4,3,Confused,False,0.0547945205479452,0,3.008541388892062
623,2025-01-26 22:00:00,Graduate,Engineering,Writing,45,7,3,Drafted Ideas,True,0.15555555555555556,0,3.6087593168225935
624,2025-01-26 23:00:00,Undergraduate,Psychology,Studying,73,6,3,Partial Complete,True,0.0821917808219178,1,4.6224559477949345
625,2025-01-27 00:00:00,Graduate,Engineering,Homework Help,46,12,4,Completed,True,0.2608695652173913,1,5.0
626,2025-01-27 01:00:00,Undergraduate,Business,Coding,58,9,2,Drafted Ideas,True,0.15517241379310345,0,3.339274686583791
627,2025-01-27 02:00:00,Undergraduate,Psychology,Coding,49,20,4,Completed,True,0.40816326530612246,1,5.0
628,2025-01-27 03:00:00,High School,Mathematics,Writing,60,4,5,Partial Complete,False,0.06666666666666667,1,5.0
629,2025-01-27 04:00:00,Undergraduate,Mathematics,Writing,48,6,3,Drafted Ideas,True,0.125,0,4.15780704111512
630,2025-01-27 05:00:00,Graduate,Business,Coding,55,13,3,Completed,False,0.23636363636363636,1,5.0
631,2025-01-27 06:00:00,Graduate,Computer Science,Writing,36,14,2,Completed,True,0.3888888888888889,1,4.453302580771442
632,2025-01-27 07:00:00,Graduate,Business,Homework Help,69,1,4,Gave Up,True,0.014492753623188406,0,3.344737176865217
633,2025-01-27 08:00:00,High School,Biology,Brainstorming,63,3,3,Gave Up,True,0.047619047619047616,0,3.049097149107416
634,2025-01-27 09:00:00,Undergraduate,Computer Science,Brainstorming,27,10,5,Completed,True,0.37037037037037035,1,5.0
635,2025-01-27 10:00:00,High School,Computer Science,Studying,79,18,5,Completed,True,0.22784810126582278,1,5.0
636,2025-01-27 11:00:00,High School,Engineering,Coding,56,21,5,Completed,True,0.375,1,5.0
637,2025-01-27 12:00:00,Undergraduate,Computer Science,Writing,63,9,2,Drafted Ideas,True,0.14285714285714285,0,3.0233101703280925
638,2025-01-27 13:00:00,Undergraduate,Business,Studying,75,11,2,Drafted Ideas,True,0.14666666666666667,0,3.0824829296652028
639,2025-01-27 14:00:00,Undergraduate,History,Brainstorming,66,7,3,Drafted Ideas,False,0.10606060606060606,0,3.612198057474237
640,2025-01-27 15:00:00,Graduate,Business,Coding,83,15,4,Completed,True,0.18072289156626506,1,5.0
641,2025-01-27 16:00:00,Undergraduate,Biology,Studying,54,19,2,Completed,True,0.35185185185185186,1,4.856598411264097
642,2025-01-27 17:00:00,Graduate,Computer Science,Studying,80,18,3,Completed,False,0.225,1,5.0
643,2025-01-27 18:00:00,High School,History,Studying,62,11,2,Completed,True,0.1774193548387097,1,4.147174627835345
644,2025-01-27 19:00:00,High School,Mathematics,Coding,70,7,3,Drafted Ideas,True,0.1,0,3.5165928291039372
645,2025-01-27 20:00:00,Undergraduate,History,Writing,68,12,3,Partial Complete,True,0.17647058823529413,1,4.680049788643275
646,2025-01-27 21:00:00,Graduate,Engineering,Writing,84,18,2,Completed,True,0.21428571428571427,1,4.548391051297606
647,2025-01-27 22:00:00,High School,Business,Studying,74,9,3,Partial Complete,False,0.12162162162162163,1,4.268503998425828
648,2025-01-27 23:00:00,Undergraduate,Computer Science,Studying,51,2,4,Confused,True,0.0392156862745098,0,4.018825441348814
649,2025-01-28 00:00:00,Undergraduate,Business,Brainstorming,47,10,5,Completed,True,0.2127659574468085,1,5.0
650,2025-01-28 01:00:00,High School,Psychology,Studying,59,10,5,Completed,True,0.1694915254237288,1,5.0
651,2025-01-28 02:00:00,Undergraduate,Biology,Coding,44,2,3,Gave Up,True,0.045454545454545456,0,2.4783061712343706
652,2025-01-28 03:00:00,Graduate,Psychology,Coding,38,13,5,Completed,True,0.34210526315789475,1,5.0
653,2025-01-28 04:00:00,Undergraduate,Engineering,Writing,17,14,3,Completed,True,0.8235294117647058,1,5.0
654,2025-01-28 05:00:00,High School,Mathematics,Brainstorming,29,21,3,Completed,True,0.7241379310344828,1,4.950332014155423
655,2025-01-28 06:00:00,Graduate,Psychology,Writing,99,5,5,Partial Complete,True,0.050505050505050504,1,5.0
656,2025-01-28 07:00:00,Undergraduate,Engineering,Homework Help,46,15,3,Completed,True,0.32608695652173914,1,5.0
