session_id,date,education_level,subject,task_type,duration_min,num_prompts,ai_help_level,result,reuse_ai_again,satisfaction_rating,prompts_per_min,is_success
1104,2024-06-11,PhD,Economics,Presentation,71,37,High,Fail,Yes,7,0.52,No
1105,2021-10-04,Postgraduate,Physics,Presentation,101,9,High,Pass,No,10,0.09,Yes
1106,2020-08-17,Undergraduate,AI,Coding,148,39,Low,Incomplete,No,8,0.26,No
1107,2023-07-06,PhD,AI,Coding,18,24,High,Fail,Yes,5,1.33,No
1108,2021-03-20,High School,Physics,Quiz,159,22,Low,Pass,No,3,0.14,No
1109,2021-03-12,High School,Biology,Presentation,7,20,Low,Incomplete,Yes,1,2.86,No
1110,2022-09-11,Postgraduate,Physics,Presentation,149,3,High,Fail,Yes,1,0.02,No
1111,2023-07-12,High School,History,Essay,96,19,Medium,Incomplete,Yes,6,0.2,No
1112,2024-05-19,Postgraduate,Chemistry,Project,177,7,Medium,Fail,Yes,9,0.04,No
1113,2021-09-07,High School,Engineering,Research,127,38,Low,Fail,Yes,3,0.3,No
1114,2025-03-11,High School,Physics,Project,64,14,High,Incomplete,Yes,3,0.22,No
1115,2025-08-16,Postgraduate,Economics,Coding,91,19,Medium,Incomplete,No,1,0.21,No
1116,2024-05-06,Undergraduate,Biology,Presentation,160,5,Low,Incomplete,No,2,0.03,No
1117,2020-03-02,Undergraduate,History,Presentation,27,32,Low,Fail,No,3,1.19,No
1118,2023-04-25,Undergraduate,Physics,Quiz,152,24,Medium,Pass,Yes,3,0.16,No
1119,2025-03-02,Postgraduate,Economics,Quiz,118,9,Low,Incomplete,No,1,0.08,No
1120,2024-01-28,Postgraduate,AI,Research,163,9,Medium,Fail,No,6,0.06,No
1121,2020-12-07,PhD,Literature,Research,72,3,High,Incomplete,Yes,4,0.04,No
1122,2020-02-02,Undergraduate,Physics,Quiz,101,11,High,Fail,Yes,4,0.11,No
1123,2024-05-09,PhD,Physics,Quiz,124,30,High,Incomplete,No,2,0.24,No
1124,2020-12-17,Undergraduate,Physics,Research,115,13,Medium,Fail,Yes,6,0.11,No
1125,2023-11-03,PhD,Biology,Project,126,8,Medium,Fail,Yes,9,0.06,No
1126,2021-09-29,PhD,Chemistry,Project,59,21,High,Pass,No,1,0.36,No
1127,2024-01-20,PhD,Economics,Coding,18,14,Low,Incomplete,No,5,0.78,No
1128,2022-10-29,Undergraduate,Physics,Coding,22,18,Medium,Pass,No,8,0.82,Yes
1129,2024-09-15,Undergraduate,History,Coding,18,6,Medium,Fail,No,3,0.33,No
1130,2022-03-24,Postgraduate,AI,Research,126,35,High,Pass,No,6,0.28,Yes
1131,2024-05-12,High School,Literature,Presentation,55,5,High,Incomplete,Yes,6,0.09,No
1132,2023-07-20,High School,Chemistry,Research,42,32,Medium,Pass,No,5,0.76,No
1133,2025-11-02,High School,Economics,Coding,167,29,High,Incomplete,Yes,1,0.17,No
1134,2022-06-14,Undergraduate,AI,Project,144,11,High,Fail,Yes,6,0.08,No
1135,2022-05-09,Undergraduate,Engineering,Essay,99,24,Low,Fail,No,9,0.24,No
1136,2021-05-25,PhD,Economics,Research,110,23,Medium,Incomplete,No,9,0.21,No
1137,2023-10-07,High School,Chemistry,Research,114,24,Low,Incomplete,Yes,9,0.21,No
1138,2024-11-20,PhD,History,Project,179,28,High,Fail,Yes,2,0.16,No
1139,2021-03-01,High School,Mathematics,Presentation,110,7,Medium,Incomplete,Yes,8,0.06,No
1140,2025-08-23,High School,History,Research,59,15,Medium,Incomplete,No,2,0.25,No
1141,2022-03-12,PhD,Physics,Quiz,123,27,High,Incomplete,No,1,0.22,No
1142,2024-03-14,Undergraduate,Literature,Quiz,73,17,Medium,Fail,Yes,1,0.23,No
1143,2024-08-25,High School,Mathematics,Essay,44,24,High,Incomplete,No,6,0.55,No
1144,2021-11-29,PhD,Biology,Presentation,105,13,High,Incomplete,No,1,0.12,No
1145,2024-10-23,Undergraduate,AI,Project,49,26,Medium,Incomplete,Yes,7,0.53,No
1146,2022-08-04,High School,Chemistry,Presentation,35,37,Medium,Incomplete,No,9,1.06,No
1147,2021-10-13,Postgraduate,Biology,Essay,28,2,Medium,Pass,Yes,1,0.07,No
1148,2020-11-18,PhD,Mathematics,Project,38,30,High,Incomplete,No,3,0.79,No
1149,2022-09-08,Undergraduate,History,Coding,142,16,High,Fail,No,1,0.11,No
1150,2023-01-31,High School,Chemistry,Project,10,38,Low,Pass,No,10,3.8,Yes
1151,2021-05-17,High School,Chemistry,Quiz,72,12,Low,Pass,No,6,0.17,Yes
1152,2022-05-01,PhD,Physics,Research,10,27,Low,Fail,Yes,4,2.7,No
1153,2024-09-15,PhD,Computer Science,Project,120,11,Low,Fail,Yes,3,0.09,No
1154,2020-05-08,High School,Computer Science,Quiz,128,40,High,Incomplete,Yes,3,0.31,No
1155,2025-11-07,Postgraduate,Physics,Coding,160,2,High,Pass,Yes,4,0.01,No
1156,2024-02-03,High School,Biology,Essay,88,9,Low,Pass,Yes,5,0.1,No
1157,2023-01-25,PhD,Biology,Essay,94,36,High,Fail,No,8,0.38,No
1158,2024-11-21,PhD,Biology,Quiz,49,13,High,Incomplete,No,7,0.27,No
1159,2021-02-25,Postgraduate,Chemistry,Coding,129,28,Medium,Fail,No,6,0.22,No
1160,2021-03-16,PhD,AI,Coding,150,23,Medium,Incomplete,Yes,8,0.15,No
1161,2021-11-16,High School,Literature,Quiz,155,27,Medium,Incomplete,No,7,0.17,No
1162,2020-05-02,High School,Chemistry,Quiz,114,12,Medium,Pass,Yes,4,0.11,No
1163,2024-03-02,Postgraduate,Chemistry,Quiz,36,1,Medium,Incomplete,Yes,6,0.03,No
1164,2022-05-25,PhD,Engineering,Quiz,64,36,Low,Fail,No,10,0.56,No
1165,2022-05-19,Undergraduate,Physics,Presentation,76,39,High,Pass,No,7,0.51,Yes
1166,2023-07-25,Postgraduate,Biology,Coding,17,32,Medium,Pass,No,7,1.88,Yes
1167,2021-05-03,High School,Economics,Coding,158,21,High,Fail,Yes,10,0.13,No
1168,2020-03-28,Postgraduate,Mathematics,Project,152,1,Medium,Fail,Yes,7,0.01,No
1169,2020-05-31,High School,Computer Science,Project,9,5,Medium,Pass,No,5,0.56,No
1170,2023-01-30,Postgraduate,Computer Science,Research,25,36,Medium,Fail,Yes,7,1.44,No
1171,2023-05-07,PhD,Economics,Project,36,24,High,Pass,Yes,4,0.67,No
1172,2020-07-14,High School,Chemistry,Essay,87,28,Low,Pass,Yes,4,0.32,No
1173,2024-02-19,High School,Mathematics,Quiz,16,8,Low,Fail,Yes,5,0.5,No
1174,2023-09-10,PhD,History,Project,48,9,High,Fail,Yes,3,0.19,No
1175,2023-07-31,Undergraduate,Engineering,Research,168,29,High,Pass,Yes,10,0.17,Yes
1176,2025-05-11,PhD,History,Quiz,128,15,Low,Fail,No,2,0.12,No
1177,2023-12-16,Undergraduate,Biology,Project,24,5,Medium,Pass,Yes,1,0.21,No
1178,2022-06-04,PhD,AI,Coding,129,7,Medium,Pass,No,5,0.05,No
1179,2025-02-02,Undergraduate,Literature,Essay,38,15,Medium,Fail,No,10,0.39,No
1180,2025-10-04,Undergraduate,AI,Coding,22,18,Medium,Pass,No,10,0.82,Yes
1181,2021-02-22,Undergraduate,Economics,Essay,33,16,Low,Fail,Yes,5,0.48,No
1182,2020-04-27,PhD,Literature,Research,95,17,Low,Incomplete,Yes,6,0.18,No
1183,2024-11-02,Undergraduate,Chemistry,Research,133,28,High,Fail,Yes,8,0.21,No
1184,2023-01-21,Postgraduate,Physics,Essay,171,25,High,Fail,Yes,5,0.15,No
1185,2022-02-14,PhD,Chemistry,Presentation,75,34,High,Fail,No,2,0.45,No
1186,2020-07-23,Undergraduate,Physics,Coding,34,4,Low,Incomplete,No,4,0.12,No
1187,2020-09-26,High School,History,Coding,163,26,Medium,Fail,Yes,4,0.16,No
1188,2023-01-03,PhD,Biology,Coding,57,23,High,Fail,No,1,0.4,No
1189,2021-01-21,Undergraduate,Literature,Project,164,31,High,Fail,Yes,3,0.19,No
1190,2023-07-14,High School,Chemistry,Coding,90,30,Low,Pass,No,7,0.33,Yes
1191,2023-09-30,High School,Chemistry,Quiz,24,11,High,Pass,No,8,0.46,Yes
1192,2020-01-05,PhD,Biology,Research,33,3,Low,Incomplete,No,4,0.09,No
1193,2025-08-22,Undergraduate,Chemistry,Essay,30,20,High,Fail,No,8,0.67,No
1194,2023-12-07,Postgraduate,Economics,Quiz,98,30,Low,Fail,No,6,0.31,No
1195,2025-10-22,PhD,Physics,Quiz,180,34,High,Incomplete,Yes,3,0.19,No
1196,2024-08-07,Undergraduate,Chemistry,Quiz,132,2,Low,Incomplete,No,6,0.02,No
1197,2022-04-25,High School,Biology,Research,168,7,Medium,Incomplete,No,9,0.04,No
1198,2021-12-17,Postgraduate,Computer Science,Quiz,105,38,Medium,Fail,No,4,0.36,No
1199,2020-06-17,Postgraduate,Engineering,Essay,115,30,High,Fail,No,2,0.26,No
1200,2020-02-04,PhD,Chemistry,Research,179,10,High,Fail,Yes,5,0.06,No
1201,2025-06-17,Postgraduate,Physics,Quiz,8,30,Low,Pass,No,10,3.75,Yes
1202,2021-05-20,High School,Economics,Quiz,6,28,Medium,Incomplete,Yes,1,4.67,No
1203,2022-10-26,Undergraduate,Computer Science,Quiz,133,36,Low,Pass,No,3,0.27,No
1204,2022-03-16,PhD,Engineering,Essay,79,15,Low,Fail,No,4,0.19,No
1205,2024-05-01,PhD,AI,Essay,71,20,High,Fail,Yes,10,0.28,No
1206,2024-11-20,Postgraduate,Engineering,Coding,179,13,Medium,Pass,No,9,0.07,Yes
1207,2022-03-28,Postgraduate,History,Essay,81,37,High,Fail,Yes,7,0.46,No
1208,2024-11-24,High School,Chemistry,Presentation,118,21,High,Incomplete,No,8,0.18,No
1209,2023-12-21,PhD,Economics,Research,110,30,Low,Incomplete,Yes,7,0.27,No
1210,2020-12-28,Undergraduate,Engineering,Quiz,67,38,High,Fail,Yes,10,0.57,No
1211,2023-04-16,High School,AI,Coding,108,1,Medium,Incomplete,No,1,0.01,No
1212,2020-12-12,High School,History,Project,32,22,High,Pass,No,10,0.69,Yes
1213,2025-05-26,Postgraduate,Mathematics,Essay,154,33,High,Incomplete,Yes,4,0.21,No
1214,2025-10-15,Undergraduate,Literature,Project,131,9,Low,Incomplete,Yes,5,0.07,No
1215,2023-06-27,High School,Economics,Presentation,56,8,Low,Pass,Yes,10,0.14,Yes
1216,2021-05-10,High School,Biology,Coding,31,31,Low,Incomplete,No,7,1.0,No
1217,2020-08-15,High School,History,Research,128,12,Low,Incomplete,No,10,0.09,No
1218,2024-12-03,High School,AI,Coding,167,2,Low,Pass,Yes,3,0.01,No
1219,2025-09-26,Undergraduate,Economics,Research,79,19,High,Pass,No,6,0.24,Yes
1220,2023-02-01,PhD,AI,Project,32,30,Medium,Fail,Yes,1,0.94,No
1221,2023-03-06,PhD,Physics,Presentation,104,1,High,Fail,Yes,10,0.01,No
1222,2024-12-25,High School,Computer Science,Coding,124,30,Medium,Pass,Yes,6,0.24,Yes
1223,2025-08-12,Undergraduate,Computer Science,Project,139,25,High,Pass,Yes,3,0.18,No
1224,2023-12-12,Postgraduate,Economics,Project,40,18,High,Fail,No,2,0.45,No
1225,2025-06-04,PhD,Economics,Presentation,173,12,High,Incomplete,No,3,0.07,No
1226,2023-08-20,Postgraduate,Engineering,Presentation,108,5,Low,Pass,Yes,4,0.05,No
1227,2021-01-30,High School,Economics,Project,126,21,Low,Incomplete,Yes,2,0.17,No
1228,2021-12-13,PhD,AI,Essay,20,40,Medium,Pass,Yes,2,2.0,No
1229,2024-12-13,Postgraduate,Engineering,Project,12,12,Medium,Pass,No,7,1.0,Yes
1230,2021-06-29,Undergraduate,Biology,Quiz,130,29,High,Fail,Yes,4,0.22,No
1231,2021-10-25,PhD,Literature,Coding,27,38,Low,Incomplete,Yes,4,1.41,No
1232,2020-05-16,Undergraduate,Mathematics,Quiz,109,37,High,Pass,No,3,0.34,No
1233,2025-07-25,Undergraduate,Biology,Presentation,126,33,Medium,Fail,Yes,2,0.26,No
1234,2024-12-02,PhD,AI,Essay,150,6,Low,Incomplete,No,2,0.04,No
1235,2021-04-28,PhD,Biology,Essay,158,35,Medium,Pass,Yes,5,0.22,No
1236,2022-10-26,PhD,Computer Science,Essay,45,19,Low,Incomplete,Yes,9,0.42,No
1237,2025-08-10,Postgraduate,AI,Presentation,19,35,High,Pass,No,5,1.84,No
1238,2020-05-02,High School,Computer Science,Research,71,13,Medium,Pass,Yes,4,0.18,No
1239,2023-09-12,High School,Biology,Research,23,37,High,Incomplete,Yes,6,1.61,No
1240,2020-10-16,PhD,Engineering,Project,161,6,High,Fail,Yes,5,0.04,No
1241,2020-06-19,High School,Mathematics,Research,134,15,High,Fail,No,8,0.11,No
1242,2023-05-27,Undergraduate,Mathematics,Essay,11,13,High,Incomplete,No,1,1.18,No
1243,2025-05-28,High School,AI,Research,37,28,High,Fail,Yes,2,0.76,No
1244,2024-11-28,High School,Engineering,Quiz,95,13,Medium,Fail,Yes,4,0.14,No
1245,2022-08-08,High School,Engineering,Essay,63,27,High,Incomplete,Yes,1,0.43,No
1246,2022-10-20,High School,Physics,Essay,37,29,Low,Fail,Yes,6,0.78,No
1247,2023-12-03,Undergraduate,History,Coding,160,26,Medium,Incomplete,Yes,2,0.16,No
1248,2020-11-08,Postgraduate,Literature,Coding,131,23,Low,Fail,No,6,0.18,No
1249,2023-04-13,Undergraduate,Literature,Quiz,86,35,High,Pass,Yes,6,0.41,Yes
1250,2024-08-09,PhD,History,Essay,57,9,High,Pass,No,9,0.16,Yes
1251,2022-05-13,High School,Computer Science,Project,41,3,Low,Incomplete,No,8,0.07,No
1252,2021-04-12,High School,Economics,Essay,74,18,High,Fail,No,2,0.24,No
1253,2020-09-01,Postgraduate,Engineering,Research,131,2,Medium,Fail,No,1,0.02,No
1254,2022-07-08,Undergraduate,AI,Coding,173,28,High,Pass,No,1,0.16,No
1255,2023-11-25,High School,Engineering,Quiz,72,38,Low,Pass,No,10,0.53,Yes
1256,2024-11-12,PhD,Mathematics,Essay,146,25,High,Incomplete,No,9,0.17,No
1257,2025-03-13,PhD,Engineering,Project,150,34,Medium,Pass,No,8,0.23,Yes
1258,2022-09-02,Undergraduate,Mathematics,Quiz,179,18,Low,Pass,No,6,0.1,Yes
1259,2024-06-04,High School,Engineering,Quiz,97,18,High,Fail,Yes,2,0.19,No
1260,2023-06-11,Postgraduate,History,Coding,118,30,Low,Fail,Yes,8,0.25,No
1261,2020-05-31,Postgraduate,Economics,Project,147,14,Medium,Pass,Yes,5,0.1,No
1262,2023-07-10,High School,Economics,Coding,71,18,Medium,Fail,Yes,4,0.25,No
1263,2021-12-15,Undergraduate,Engineering,Project,17,15,Low,Incomplete,Yes,3,0.88,No
1264,2025-09-06,PhD,Engineering,Quiz,15,36,High,Pass,Yes,5,2.4,No
1265,2022-11-20,High School,Computer Science,Presentation,16,39,Low,Fail,Yes,2,2.44,No
1266,2025-09-07,PhD,Physics,Presentation,24,16,Low,Fail,No,7,0.67,No
1267,2020-10-19,PhD,History,Coding,11,21,High,Fail,No,7,1.91,No
1268,2024-03-14,PhD,History,Presentation,12,11,Medium,Pass,No,3,0.92,No
1269,2020-04-14,High School,Engineering,Coding,85,33,High,Incomplete,No,4,0.39,No
1270,2024-03-31,High School,Chemistry,Research,171,6,Low,Pass,No,9,0.04,Yes
1271,2021-05-11,High School,Engineering,Research,173,34,High,Fail,No,5,0.2,No
1272,2022-03-09,Postgraduate,Biology,Quiz,67,24,Low,Fail,No,2,0.36,No
1273,2022-09-14,PhD,AI,Quiz,25,23,High,Incomplete,Yes,6,0.92,No
1274,2025-06-06,Undergraduate,Economics,Research,63,37,Low,Incomplete,Yes,7,0.59,No
1275,2021-07-19,Postgraduate,History,Quiz,85,8,Low,Fail,No,9,0.09,No
1276,2021-08-30,PhD,Biology,Coding,121,1,Low,Pass,No,5,0.01,No
1277,2025-04-08,High School,Chemistry,Essay,115,2,High,Pass,Yes,3,0.02,No
1278,2025-10-10,PhD,AI,Quiz,37,26,High,Incomplete,Yes,5,0.7,No
1279,2021-05-02,Postgraduate,Computer Science,Presentation,160,40,Low,Incomplete,Yes,2,0.25,No
1280,2023-12-24,PhD,AI,Project,120,28,Medium,Fail,Yes,3,0.23,No
1281,2025-09-17,High School,Chemistry,Essay,156,38,Medium,Incomplete,No,7,0.24,No
1282,2023-08-05,PhD,Chemistry,Presentation,155,18,Low,Pass,No,8,0.12,Yes
1283,2023-10-29,High School,Engineering,Presentation,139,38,High,Fail,No,6,0.27,No
1284,2024-04-22,Postgraduate,Chemistry,Coding,15,14,Medium,Incomplete,No,10,0.93,No
1285,2023-07-11,High School,Computer Science,Quiz,47,8,Medium,Fail,No,8,0.17,No
1286,2022-07-05,Undergraduate,History,Quiz,160,7,Low,Incomplete,No,3,0.04,No
1287,2021-01-28,Undergraduate,Literature,Presentation,48,2,High,Pass,Yes,1,0.04,No
1288,2025-06-23,High School,Computer Science,Coding,77,37,Medium,Incomplete,No,9,0.48,No
1289,2021-05-31,PhD,History,Essay,35,29,Medium,Fail,No,2,0.83,No
1290,2021-07-14,Postgraduate,Physics,Quiz,25,15,High,Pass,No,3,0.6,No
1291,2025-09-07,Postgraduate,History,Research,166,33,High,Pass,No,1,0.2,No
1292,2024-11-10,High School,Literature,Quiz,53,36,High,Incomplete,Yes,1,0.68,No
1293,2022-10-04,Undergraduate,Engineering,Research,61,13,Medium,Fail,Yes,8,0.21,No
1294,2022-02-05,PhD,History,Coding,55,6,High,Incomplete,Yes,1,0.11,No
1295,2024-11-13,High School,Economics,Presentation,161,14,High,Pass,Yes,7,0.09,Yes
1296,2022-12-13,PhD,Engineering,Coding,168,23,Medium,Incomplete,Yes,5,0.14,No
1297,2022-08-07,Postgraduate,Economics,Research,166,26,High,Fail,No,5,0.16,No
1298,2021-01-30,Undergraduate,Physics,Quiz,112,29,Medium,Pass,No,2,0.26,No
1299,2021-12-22,PhD,Computer Science,Project,34,23,High,Fail,Yes,8,0.68,No
1300,2025-06-26,PhD,Biology,Essay,79,18,High,Pass,No,1,0.23,No
1301,2023-08-16,Postgraduate,Computer Science,Research,105,29,Medium,Fail,No,1,0.28,No
1302,2023-01-04,PhD,Biology,Quiz,167,3,Medium,Fail,No,4,0.02,No
1303,2021-11-13,Undergraduate,Physics,Presentation,161,22,Low,Incomplete,Yes,1,0.14,No
1304,2024-04-02,High School,Computer Science,Quiz,146,5,High,Pass,Yes,6,0.03,Yes
1305,2022-03-23,Undergraduate,Literature,Research,63,19,Low,Fail,No,7,0.3,No
1306,2022-06-02,Undergraduate,Mathematics,Essay,10,34,Low,Incomplete,No,8,3.4,No
1307,2020-06-22,Undergraduate,History,Quiz,11,15,High,Incomplete,Yes,1,1.36,No
1308,2023-01-20,High School,AI,Project,107,9,High,Fail,Yes,2,0.08,No
1309,2020-10-29,PhD,Mathematics,Essay,143,39,Low,Pass,No,4,0.27,No
1310,2023-07-02,Postgraduate,AI,Presentation,10,20,Medium,Fail,Yes,2,2.0,No
1311,2022-12-18,PhD,AI,Quiz,114,6,Low,Fail,No,8,0.05,No
1312,2023-03-10,Undergraduate,AI,Essay,132,26,Medium,Incomplete,Yes,8,0.2,No
1313,2022-07-06,High School,AI,Coding,119,24,Medium,Incomplete,Yes,5,0.2,No
1314,2023-09-23,Undergraduate,Physics,Essay,148,11,Low,Fail,Yes,2,0.07,No
1315,2021-08-01,PhD,Engineering,Research,138,37,Low,Pass,No,5,0.27,No
1316,2024-08-13,Postgraduate,Computer Science,Coding,14,21,High,Incomplete,No,1,1.5,No
1317,2023-01-03,Undergraduate,Literature,Research,144,32,Medium,Incomplete,Yes,6,0.22,No
1318,2025-03-04,PhD,Literature,Presentation,25,7,Medium,Incomplete,Yes,7,0.28,No
1319,2021-06-05,High School,Chemistry,Presentation,36,11,Low,Fail,Yes,1,0.31,No
1320,2024-10-03,PhD,Chemistry,Project,139,32,Low,Incomplete,No,7,0.23,No
1321,2020-02-07,Postgraduate,Physics,Research,80,18,High,Fail,No,10,0.23,No
1322,2021-11-10,Undergraduate,History,Presentation,180,14,High,Incomplete,No,9,0.08,No
1323,2022-10-26,PhD,Economics,Coding,89,9,Low,Incomplete,No,1,0.1,No
1324,2023-07-25,PhD,Chemistry,Coding,125,5,Low,Fail,Yes,4,0.04,No
1325,2021-01-19,PhD,Computer Science,Essay,20,40,Medium,Incomplete,Yes,2,2.0,No
1326,2023-12-06,Undergraduate,Computer Science,Project,8,13,Medium,Fail,No,10,1.62,No
1327,2023-06-06,Postgraduate,Engineering,Research,70,36,High,Incomplete,Yes,2,0.51,No
1328,2021-09-16,High School,Biology,Quiz,50,17,High,Pass,Yes,9,0.34,Yes
1329,2024-04-17,Postgraduate,Engineering,Presentation,159,18,High,Incomplete,No,4,0.11,No
1330,2021-11-19,High School,Biology,Coding,28,40,Low,Pass,Yes,8,1.43,Yes
1331,2020-01-02,Postgraduate,Physics,Essay,40,33,Medium,Fail,No,6,0.82,No
1332,2023-05-24,High School,Biology,Presentation,105,25,Medium,Incomplete,No,6,0.24,No
1333,2023-06-30,Postgraduate,Literature,Essay,159,14,Low,Incomplete,No,3,0.09,No
1334,2024-11-25,PhD,Economics,Project,69,8,High,Fail,No,3,0.12,No
1335,2020-04-13,Postgraduate,Economics,Project,93,28,Low,Incomplete,Yes,7,0.3,No
1336,2024-03-12,Undergraduate,Mathematics,Coding,118,24,High,Pass,Yes,10,0.2,Yes
1337,2023-06-25,Postgraduate,Physics,Quiz,69,33,Low,Incomplete,No,1,0.48,No
1338,2023-01-31,PhD,AI,Essay,69,18,High,Pass,Yes,8,0.26,Yes
1339,2025-02-04,PhD,Chemistry,Research,170,35,Low,Pass,No,1,0.21,No
1340,2021-09-19,Undergraduate,Chemistry,Essay,112,8,Low,Fail,Yes,6,0.07,No
1341,2021-02-03,Postgraduate,Biology,Project,162,2,Medium,Incomplete,No,3,0.01,No
1342,2024-02-09,High School,AI,Research,175,4,Low,Pass,Yes,5,0.02,No
1343,2020-12-09,Undergraduate,Economics,Essay,75,39,Low,Incomplete,No,3,0.52,No
1344,2020-01-14,Postgraduate,History,Presentation,94,8,Medium,Fail,Yes,10,0.09,No
1345,2025-03-11,High School,Physics,Essay,51,6,Low,Fail,Yes,3,0.12,No
1346,2020-02-12,Undergraduate,Computer Science,Research,25,16,Medium,Incomplete,Yes,3,0.64,No
1347,2023-06-25,High School,AI,Project,78,12,Medium,Pass,No,7,0.15,Yes
1348,2022-07-14,Undergraduate,History,Coding,50,19,Medium,Incomplete,No,5,0.38,No
1349,2021-01-13,PhD,Computer Science,Presentation,98,23,High,Incomplete,No,3,0.23,No
1350,2020-05-30,PhD,Chemistry,Presentation,150,14,High,Fail,No,5,0.09,No
1351,2022-04-29,Postgraduate,Literature,Presentation,73,6,High,Pass,No,4,0.08,No
1352,2025-03-30,Postgraduate,Mathematics,Essay,137,12,Medium,Pass,No,10,0.09,Yes
1353,2023-08-15,Postgraduate,Engineering,Research,173,38,Low,Fail,Yes,6,0.22,No
1354,2020-02-02,Undergraduate,AI,Research,90,22,High,Pass,Yes,6,0.24,Yes
1355,2023-06-08,Undergraduate,Economics,Presentation,52,2,Medium,Incomplete,No,10,0.04,No
1356,2024-11-16,PhD,Economics,Coding,69,24,High,Fail,No,7,0.35,No
1357,2023-05-14,High School,Biology,Presentation,32,27,Medium,Fail,No,10,0.84,No
1358,2020-04-26,Undergraduate,Literature,Coding,81,39,High,Incomplete,Yes,10,0.48,No
1359,2021-07-25,Undergraduate,Computer Science,Essay,28,20,Low,Fail,No,7,0.71,No
1360,2021-11-08,PhD,Mathematics,Project,42,13,Low,Fail,No,2,0.31,No
1361,2022-01-26,Undergraduate,Biology,Research,28,16,Low,Incomplete,No,1,0.57,No
1362,2025-05-09,Undergraduate,Computer Science,Essay,125,36,High,Fail,Yes,8,0.29,No
1363,2024-03-21,PhD,Biology,Essay,104,9,Medium,Pass,No,6,0.09,Yes
1364,2023-03-05,PhD,Engineering,Research,141,5,Medium,Fail,Yes,4,0.04,No
1365,2021-12-30,Undergraduate,Computer Science,Quiz,92,33,Low,Incomplete,No,2,0.36,No
1366,2022-07-31,Undergraduate,Economics,Coding,16,14,Medium,Fail,Yes,6,0.88,No
1367,2024-04-22,Undergraduate,AI,Coding,77,20,Medium,Incomplete,No,1,0.26,No
1368,2022-12-05,PhD,Chemistry,Coding,106,34,Low,Fail,Yes,6,0.32,No
1369,2021-02-19,PhD,Mathematics,Coding,86,9,High,Incomplete,No,8,0.1,No
1370,2020-02-17,PhD,AI,Research,18,20,Medium,Fail,Yes,10,1.11,No
1371,2025-01-18,Postgraduate,Economics,Project,90,35,Medium,Pass,Yes,7,0.39,Yes
1372,2024-04-19,High School,Chemistry,Essay,91,38,Medium,Pass,No,7,0.42,Yes
1373,2020-07-17,PhD,History,Essay,36,32,Medium,Fail,Yes,10,0.89,No
1374,2024-02-21,Postgraduate,AI,Quiz,177,19,Low,Incomplete,No,3,0.11,No
1375,2023-04-16,Postgraduate,AI,Essay,119,21,Medium,Incomplete,Yes,10,0.18,No
1376,2021-04-02,Postgraduate,Mathematics,Presentation,106,16,Low,Pass,Yes,3,0.15,No
1377,2021-08-15,PhD,AI,Quiz,93,30,High,Incomplete,Yes,9,0.32,No
1378,2025-02-20,High School,Physics,Quiz,100,3,Low,Incomplete,Yes,7,0.03,No
1379,2025-09-30,High School,Computer Science,Project,82,28,Medium,Pass,Yes,5,0.34,No
1380,2020-11-20,PhD,Physics,Coding,151,17,Medium,Incomplete,Yes,1,0.11,No
1381,2024-03-12,PhD,Biology,Research,75,12,Medium,Incomplete,Yes,10,0.16,No
1382,2024-06-20,Undergraduate,History,Quiz,6,27,Low,Pass,No,3,4.5,No
1383,2023-01-30,Postgraduate,Economics,Presentation,167,21,Low,Pass,Yes,1,0.13,No
1384,2023-08-22,Undergraduate,Physics,Presentation,78,39,Medium,Incomplete,No,10,0.5,No
1385,2023-09-08,PhD,Economics,Presentation,8,22,Medium,Fail,No,8,2.75,No
1386,2021-09-13,PhD,Economics,Coding,141,11,High,Fail,No,7,0.08,No
1387,2020-05-12,High School,Economics,Presentation,93,6,Low,Incomplete,No,5,0.06,No
1388,2023-04-10,Postgraduate,Economics,Project,124,2,Low,Incomplete,Yes,10,0.02,No
1389,2023-12-11,PhD,AI,Essay,77,36,High,Fail,Yes,7,0.47,No
1390,2021-06-23,PhD,Engineering,Essay,29,26,Low,Pass,Yes,10,0.9,Yes
1391,2023-03-31,Undergraduate,Chemistry,Project,107,36,Medium,Fail,Yes,7,0.34,No
1392,2023-02-16,Postgraduate,Computer Science,Project,32,21,High,Incomplete,No,4,0.66,No
1393,2024-07-12,PhD,Economics,Quiz,120,11,Low,Fail,No,1,0.09,No
1394,2023-09-30,PhD,Chemistry,Project,30,25,High,Incomplete,No,7,0.83,No
1395,2024-08-07,Undergraduate,Mathematics,Presentation,62,9,High,Incomplete,Yes,10,0.15,No
1396,2024-08-01,High School,Computer Science,Presentation,68,11,High,Incomplete,No,2,0.16,No
1397,2024-02-25,High School,Engineering,Project,104,36,High,Pass,Yes,8,0.35,Yes
1398,2024-02-20,Undergraduate,Chemistry,Research,56,21,Low,Fail,Yes,1,0.38,No
1399,2022-04-27,PhD,Economics,Coding,180,39,Medium,Pass,Yes,8,0.22,Yes
1400,2025-08-10,High School,Engineering,Quiz,45,16,Medium,Incomplete,Yes,1,0.36,No
1401,2020-05-12,PhD,Literature,Research,103,5,Medium,Fail,Yes,10,0.05,No
1402,2020-04-07,PhD,Economics,Project,20,19,Medium,Incomplete,Yes,6,0.95,No
1403,2024-06-24,PhD,AI,Essay,31,10,Medium,Incomplete,Yes,3,0.32,No
