session_id,date,education_level,subject,task_type,duration_min,num_prompts,ai_help_level,result,reuse_ai_again,satisfaction_rating,prompts_per_min,is_success
1221,20230306,4,2,5,104,1,3,1,0,10,0.01,1
1222,20241225,1,6,2,124,30,2,0,0,6,0.24,0
1223,20250812,2,6,6,139,25,3,0,0,3,0.18,0
1224,20231212,3,8,6,40,18,3,1,1,2,0.45,0
1225,20250604,4,8,5,173,12,3,2,1,3,0.07,0
1226,20230820,3,10,5,108,5,1,0,0,4,0.05,0
1227,20210130,1,8,6,126,21,1,2,0,2,0.17,0
1228,20211213,4,7,1,20,40,2,0,0,2,2.0,0
1229,20241213,3,10,6,12,12,2,0,1,7,1.0,0
1230,20210629,2,4,3,130,29,3,1,0,4,0.22,0
1231,20211025,4,9,2,27,38,1,2,0,4,1.41,0
1232,20200516,2,1,3,109,37,3,0,1,3,0.34,0
1233,20250725,2,4,5,126,33,2,1,0,2,0.26,0
1234,20241202,4,7,1,150,6,1,2,1,2,0.04,0
1235,20210428,4,4,1,158,35,2,0,0,5,0.22,0
1236,20221026,4,6,1,45,19,1,2,0,9,0.42,0
1237,20250810,3,7,5,19,35,3,0,1,5,1.84,0
1238,20200502,1,6,4,71,13,2,0,0,4,0.18,0
1239,20230912,1,4,4,23,37,3,2,0,6,1.61,0
1240,20201016,4,10,6,161,6,3,1,0,5,0.04,0
1241,20200619,1,1,4,134,15,3,1,1,8,0.11,1
1242,20230527,2,1,1,11,13,3,2,1,1,1.18,0
1243,20250528,1,7,4,37,28,3,1,0,2,0.76,0
1244,20241128,1,10,3,95,13,2,1,0,4,0.14,0
1245,20220808,1,10,1,63,27,3,2,0,1,0.43,0
1246,20221020,1,2,1,37,29,1,1,0,6,0.78,1
1247,20231203,2,5,2,160,26,2,2,0,2,0.16,0
1248,20201108,3,9,2,131,23,1,1,1,6,0.18,1
1249,20230413,2,9,3,86,35,3,0,0,6,0.41,0
1250,20240809,4,5,1,57,9,3,0,1,9,0.16,0
1251,20220513,1,6,6,41,3,1,2,1,8,0.07,0
1252,20210412,1,8,1,74,18,3,1,1,2,0.24,0
1253,20200901,3,10,4,131,2,2,1,1,1,0.02,0
1254,20220708,2,7,2,173,28,3,0,1,1,0.16,0
1255,20231125,1,10,3,72,38,1,0,1,10,0.53,0
1256,20241112,4,1,1,146,25,3,2,1,9,0.17,0
1257,20250313,4,10,6,150,34,2,0,1,8,0.23,0
1258,20220902,2,1,3,179,18,1,0,1,6,0.1,0
1259,20240604,1,10,3,97,18,3,1,0,2,0.19,0
1260,20230611,3,5,2,118,30,1,1,0,8,0.25,1
1261,20200531,3,8,6,147,14,2,0,0,5,0.1,0
1262,20230710,1,8,2,71,18,2,1,0,4,0.25,0
1263,20211215,2,10,6,17,15,1,2,0,3,0.88,0
1264,20250906,4,10,3,15,36,3,0,0,5,2.4,0
1265,20221120,1,6,5,16,39,1,1,0,2,2.44,0
1266,20250907,4,2,5,24,16,1,1,1,7,0.67,1
1267,20201019,4,5,2,11,21,3,1,1,7,1.91,1
1268,20240314,4,5,5,12,11,2,0,1,3,0.92,0
1269,20200414,1,10,2,85,33,3,2,1,4,0.39,0
1270,20240331,1,3,4,171,6,1,0,1,9,0.04,0
1271,20210511,1,10,4,173,34,3,1,1,5,0.2,0
1272,20220309,3,4,3,67,24,1,1,1,2,0.36,0
1273,20220914,4,7,3,25,23,3,2,0,6,0.92,0
1274,20250606,2,8,4,63,37,1,2,0,7,0.59,0
1275,20210719,3,5,3,85,8,1,1,1,9,0.09,1
1276,20210830,4,4,2,121,1,1,0,1,5,0.01,0
1277,20250408,1,3,1,115,2,3,0,0,3,0.02,0
1278,20251010,4,7,3,37,26,3,2,0,5,0.7,0
1279,20210502,3,6,5,160,40,1,2,0,2,0.25,0
1280,20231224,4,7,6,120,28,2,1,0,3,0.23,0
1281,20250917,1,3,1,156,38,2,2,1,7,0.24,0
1282,20230805,4,3,5,155,18,1,0,1,8,0.12,0
1283,20231029,1,10,5,139,38,3,1,1,6,0.27,1
1284,20240422,3,3,2,15,14,2,2,1,10,0.93,0
1285,20230711,1,6,3,47,8,2,1,1,8,0.17,1
1286,20220705,2,5,3,160,7,1,2,1,3,0.04,0
1287,20210128,2,9,5,48,2,3,0,0,1,0.04,0
1288,20250623,1,6,2,77,37,2,2,1,9,0.48,0
1289,20210531,4,5,1,35,29,2,1,1,2,0.83,0
1290,20210714,3,2,3,25,15,3,0,1,3,0.6,0
1291,20250907,3,5,4,166,33,3,0,1,1,0.2,0
1292,20241110,1,9,3,53,36,3,2,0,1,0.68,0
1293,20221004,2,10,4,61,13,2,1,0,8,0.21,1
1294,20220205,4,5,2,55,6,3,2,0,1,0.11,0
1295,20241113,1,8,5,161,14,3,0,0,7,0.09,0
1296,20221213,4,10,2,168,23,2,2,0,5,0.14,0
1297,20220807,3,8,4,166,26,3,1,1,5,0.16,0
1298,20210130,2,2,3,112,29,2,0,1,2,0.26,0
1299,20211222,4,6,6,34,23,3,1,0,8,0.68,1
1300,20250626,4,4,1,79,18,3,0,1,1,0.23,0
1301,20230816,3,6,4,105,29,2,1,1,1,0.28,0
1302,20230104,4,4,3,167,3,2,1,1,4,0.02,0
1303,20211113,2,2,5,161,22,1,2,0,1,0.14,0
1304,20240402,1,6,3,146,5,3,0,0,6,0.03,0
1305,20220323,2,9,4,63,19,1,1,1,7,0.3,1
1306,20220602,2,1,1,10,34,1,2,1,8,3.4,0
1307,20200622,2,5,3,11,15,3,2,0,1,1.36,0
1308,20230120,1,7,6,107,9,3,1,0,2,0.08,0
1309,20201029,4,1,1,143,39,1,0,1,4,0.27,0
1310,20230702,3,7,5,10,20,2,1,0,2,2.0,0
1311,20221218,4,7,3,114,6,1,1,1,8,0.05,1
1312,20230310,2,7,1,132,26,2,2,0,8,0.2,0
1313,20220706,1,7,2,119,24,2,2,0,5,0.2,0
1314,20230923,2,2,1,148,11,1,1,0,2,0.07,0
1315,20210801,4,10,4,138,37,1,0,1,5,0.27,0
1316,20240813,3,6,2,14,21,3,2,1,1,1.5,0
1317,20230103,2,9,4,144,32,2,2,0,6,0.22,0
1318,20250304,4,9,5,25,7,2,2,0,7,0.28,0
1319,20210605,1,3,5,36,11,1,1,0,1,0.31,0
1320,20241003,4,3,6,139,32,1,2,1,7,0.23,0
1321,20200207,3,2,4,80,18,3,1,1,10,0.23,1
1322,20211110,2,5,5,180,14,3,2,1,9,0.08,0
1323,20221026,4,8,2,89,9,1,2,1,1,0.1,0
1324,20230725,4,3,2,125,5,1,1,0,4,0.04,0
1325,20210119,4,6,1,20,40,2,2,0,2,2.0,0
1326,20231206,2,6,6,8,13,2,1,1,10,1.62,1
1327,20230606,3,10,4,70,36,3,2,0,2,0.51,0
1328,20210916,1,4,3,50,17,3,0,0,9,0.34,0
1329,20240417,3,10,5,159,18,3,2,1,4,0.11,0
1330,20211119,1,4,2,28,40,1,0,0,8,1.43,0
1331,20200102,3,2,1,40,33,2,1,1,6,0.82,1
1332,20230524,1,4,5,105,25,2,2,1,6,0.24,0
1333,20230630,3,9,1,159,14,1,2,1,3,0.09,0
1334,20241125,4,8,6,69,8,3,1,1,3,0.12,0
1335,20200413,3,8,6,93,28,1,2,0,7,0.3,0
1336,20240312,2,1,2,118,24,3,0,0,10,0.2,0
1337,20230625,3,2,3,69,33,1,2,1,1,0.48,0
1338,20230131,4,7,1,69,18,3,0,0,8,0.26,0
1339,20250204,4,3,4,170,35,1,0,1,1,0.21,0
1340,20210919,2,3,1,112,8,1,1,0,6,0.07,1
1341,20210203,3,4,6,162,2,2,2,1,3,0.01,0
1342,20240209,1,7,4,175,4,1,0,0,5,0.02,0
1343,20201209,2,8,1,75,39,1,2,1,3,0.52,0
1344,20200114,3,5,5,94,8,2,1,0,10,0.09,1
1345,20250311,1,2,1,51,6,1,1,0,3,0.12,0
1346,20200212,2,6,4,25,16,2,2,0,3,0.64,0
1347,20230625,1,7,6,78,12,2,0,1,7,0.15,0
1348,20220714,2,5,2,50,19,2,2,1,5,0.38,0
1349,20210113,4,6,5,98,23,3,2,1,3,0.23,0
1350,20200530,4,3,5,150,14,3,1,1,5,0.09,0
1351,20220429,3,9,5,73,6,3,0,1,4,0.08,0
1352,20250330,3,1,1,137,12,2,0,1,10,0.09,0
1353,20230815,3,10,4,173,38,1,1,0,6,0.22,1
1354,20200202,2,7,4,90,22,3,0,0,6,0.24,0
1355,20230608,2,8,5,52,2,2,2,1,10,0.04,0
1356,20241116,4,8,2,69,24,3,1,1,7,0.35,1
1357,20230514,1,4,5,32,27,2,1,1,10,0.84,1
1358,20200426,2,9,2,81,39,3,2,0,10,0.48,0
1359,20210725,2,6,1,28,20,1,1,1,7,0.71,1
1360,20211108,4,1,6,42,13,1,1,1,2,0.31,0
1361,20220126,2,4,4,28,16,1,2,1,1,0.57,0
1362,20250509,2,6,1,125,36,3,1,0,8,0.29,1
1363,20240321,4,4,1,104,9,2,0,1,6,0.09,0
1364,20230305,4,10,4,141,5,2,1,0,4,0.04,0
1365,20211230,2,6,3,92,33,1,2,1,2,0.36,0
1366,20220731,2,8,2,16,14,2,1,0,6,0.88,1
1367,20240422,2,7,2,77,20,2,2,1,1,0.26,0
1368,20221205,4,3,2,106,34,1,1,0,6,0.32,1
1369,20210219,4,1,2,86,9,3,2,1,8,0.1,0
1370,20200217,4,7,4,18,20,2,1,0,10,1.11,1
1371,20250118,3,8,6,90,35,2,0,0,7,0.39,0
1372,20240419,1,3,1,91,38,2,0,1,7,0.42,0
1373,20200717,4,5,1,36,32,2,1,0,10,0.89,1
1374,20240221,3,7,3,177,19,1,2,1,3,0.11,0
1375,20230416,3,7,1,119,21,2,2,0,10,0.18,0
1376,20210402,3,1,5,106,16,1,0,0,3,0.15,0
1377,20210815,4,7,3,93,30,3,2,0,9,0.32,0
1378,20250220,1,2,3,100,3,1,2,0,7,0.03,0
1379,20250930,1,6,6,82,28,2,0,0,5,0.34,0
1380,20201120,4,2,2,151,17,2,2,0,1,0.11,0
1381,20240312,4,4,4,75,12,2,2,0,10,0.16,0
1382,20240620,2,5,3,6,27,1,0,1,3,4.5,0
1383,20230130,3,8,5,167,21,1,0,0,1,0.13,0
1384,20230822,2,2,5,78,39,2,2,1,10,0.5,0
1385,20230908,4,8,5,8,22,2,1,1,8,2.75,1
1386,20210913,4,8,2,141,11,3,1,1,7,0.08,1
1387,20200512,1,8,5,93,6,1,2,1,5,0.06,0
1388,20230410,3,8,6,124,2,1,2,0,10,0.02,0
1389,20231211,4,7,1,77,36,3,1,0,7,0.47,1
1390,20210623,4,10,1,29,26,1,0,0,10,0.9,0
1391,20230331,2,3,6,107,36,2,1,0,7,0.34,1
1392,20230216,3,6,6,32,21,3,2,1,4,0.66,0
1393,20240712,4,8,3,120,11,1,1,1,1,0.09,0
1394,20230930,4,3,6,30,25,3,2,1,7,0.83,0
1395,20240807,2,1,5,62,9,3,2,0,10,0.15,0
1396,20240801,1,6,5,68,11,3,2,1,2,0.16,0
1397,20240225,1,10,6,104,36,3,0,0,8,0.35,0
1398,20240220,2,3,4,56,21,1,1,0,1,0.38,0
1399,20220427,4,8,2,180,39,2,0,0,8,0.22,0
1400,20250810,1,10,3,45,16,2,2,0,1,0.36,0
1401,20200512,4,9,4,103,5,2,1,0,10,0.05,1
1402,20200407,4,8,6,20,19,2,2,0,6,0.95,0
1403,20240624,4,7,1,31,10,2,2,0,3,0.32,0
1404,20240210,4,6,2,67,31,1,1,0,6,0.46,1
1405,20201030,4,8,2,71,22,2,2,1,6,0.31,0
1406,20250118,3,10,3,157,3,1,0,1,1,0.02,0
1407,20220624,3,10,3,79,20,3,0,1,8,0.25,0
1408,20241206,3,3,6,37,10,3,1,1,5,0.27,0
1409,20220722,1,4,5,82,10,3,0,1,6,0.12,0
1410,20250914,4,8,5,48,23,3,0,1,9,0.48,0
1411,20240313,4,8,6,48,34,2,0,1,7,0.71,0
1412,20200228,1,6,2,84,14,1,0,1,10,0.17,0
1413,20210504,2,6,4,122,37,3,0,0,4,0.3,0
1414,20240129,1,7,6,30,22,3,0,1,9,0.73,0
1415,20201121,1,8,5,138,16,1,1,0,4,0.12,0
1416,20220724,4,3,1,160,18,3,1,0,4,0.11,0
1417,20200917,2,9,3,20,14,1,0,1,8,0.7,0
1418,20210206,1,6,6,23,13,2,0,1,2,0.57,0
1419,20250503,2,2,5,155,14,3,1,1,10,0.09,1
1420,20200209,4,2,6,118,13,3,2,1,1,0.11,0
1421,20221028,4,10,3,131,12,2,2,1,9,0.09,0
1422,20230308,3,5,5,68,22,2,2,1,8,0.32,0
1423,20210401,2,8,1,86,33,2,1,0,3,0.38,0
1424,20200925,4,5,1,118,22,3,2,0,4,0.19,0
1425,20210321,2,4,3,133,20,2,2,1,2,0.15,0
1426,20230514,2,10,6,44,21,1,0,1,3,0.48,0
1427,20211008,2,6,5,126,39,2,2,1,4,0.31,0
1428,20221212,4,5,3,42,20,2,2,1,6,0.48,0
1429,20250116,3,7,5,105,27,1,1,0,7,0.26,1
1430,20231219,2,8,3,9,13,1,2,1,5,1.44,0
1431,20240309,1,6,4,102,21,3,2,0,4,0.21,0
1432,20250822,4,5,1,24,16,1,1,1,10,0.67,1
1433,20250408,1,7,6,129,16,2,2,1,1,0.12,0
1434,20210219,1,6,3,142,24,2,1,0,8,0.17,1
1435,20210704,1,6,6,110,10,1,2,1,10,0.09,0
1436,20220330,1,8,2,88,37,3,2,1,9,0.42,0
1437,20230408,1,3,1,85,24,2,2,0,3,0.28,0
1438,20230808,4,4,4,97,22,1,2,1,5,0.23,0
1439,20200404,2,2,6,110,28,2,1,0,9,0.25,1
1440,20200903,3,1,5,116,3,3,1,1,5,0.03,0
1441,20230929,1,2,5,28,36,1,2,0,9,1.29,0
1442,20201225,4,10,6,53,5,3,1,1,8,0.09,1
1443,20250122,2,6,1,51,37,2,1,1,1,0.73,0
1444,20240702,3,1,5,104,2,1,0,1,7,0.02,0
1445,20210908,3,4,5,177,21,3,1,0,10,0.12,1
1446,20231223,2,4,2,57,20,1,0,0,9,0.35,0
1447,20200610,2,9,3,22,21,2,0,0,4,0.95,0
1448,20230525,2,7,3,64,14,2,0,0,8,0.22,0
1449,20210519,4,1,4,58,25,1,1,1,7,0.43,1
1450,20220324,2,7,5,36,6,1,2,0,3,0.17,0
1451,20220508,1,8,6,159,23,3,1,1,4,0.14,0
1452,20220511,1,9,3,127,17,3,0,1,1,0.13,0
1453,20200130,4,7,4,30,23,2,1,0,7,0.77,1
1454,20230516,2,2,6,169,25,2,0,1,6,0.15,0
1455,20200704,2,4,2,149,1,1,2,0,3,0.01,0
1456,20250408,1,1,5,58,19,2,2,1,3,0.33,0
1457,20240913,2,3,5,43,12,2,0,0,1,0.28,0
1458,20250730,2,5,4,165,24,2,2,1,1,0.15,0
1459,20200415,3,1,4,13,10,2,0,1,10,0.77,0
1460,20211126,2,2,1,94,15,1,1,0,2,0.16,0
1461,20250502,4,7,5,117,9,3,2,0,5,0.08,0
1462,20250504,4,5,2,87,35,2,2,0,8,0.4,0
1463,20250711,2,3,2,136,9,1,0,0,2,0.07,0
1464,20240712,3,10,1,68,15,2,0,1,6,0.22,0
1465,20250307,3,3,3,113,24,3,0,0,7,0.21,0
1466,20200715,2,3,1,41,3,1,0,1,6,0.07,0
1467,20200217,4,8,3,53,37,2,1,0,8,0.7,1
1468,20221212,4,2,6,76,33,2,1,0,5,0.43,0
1469,20231028,4,9,4,174,7,3,1,1,2,0.04,0
1470,20240205,4,1,5,37,7,1,1,0,2,0.19,0
1471,20230426,2,6,3,120,28,3,0,0,7,0.23,0
1472,20250923,2,3,6,61,2,1,2,1,9,0.03,0
1473,20210913,1,9,3,143,15,3,2,0,6,0.1,0
1474,20211012,1,3,6,167,40,1,2,0,9,0.24,0
1475,20241002,2,5,1,107,19,2,2,1,8,0.18,0
1476,20250331,3,3,6,81,1,1,1,1,4,0.01,0
1477,20200930,1,7,2,41,31,1,0,1,3,0.76,0
1478,20240912,4,10,2,68,23,1,0,1,3,0.34,0
1479,20240702,1,10,6,43,14,2,0,1,6,0.33,0
1480,20200214,1,9,3,139,7,3,2,1,4,0.05,0
1481,20241130,3,2,5,161,30,1,0,1,5,0.19,0
1482,20200616,4,5,1,165,30,2,2,0,8,0.18,0
1483,20230407,2,9,1,27,39,3,1,0,8,1.44,1
1484,20241106,4,1,6,31,18,3,2,1,5,0.58,0
1485,20250911,3,7,6,69,23,1,0,0,8,0.33,0
1486,20220921,4,4,5,116,18,1,2,1,9,0.16,0
1487,20240319,4,1,5,32,38,3,0,0,2,1.19,0
1488,20220904,3,10,6,159,27,2,2,0,6,0.17,0
1489,20241208,4,10,5,14,26,3,2,1,1,1.86,0
1490,20220603,2,1,6,89,7,2,1,0,8,0.08,1
1491,20221104,3,6,3,68,18,2,0,1,8,0.26,0
1492,20221213,2,4,5,145,21,3,1,1,3,0.14,0
1493,20250809,1,6,3,162,35,3,0,1,5,0.22,0
1494,20210218,1,7,3,164,32,3,0,1,4,0.2,0
1495,20221220,4,6,3,117,24,1,0,1,1,0.21,0
1496,20210401,2,10,3,134,36,2,2,0,7,0.27,0
1497,20201107,2,2,1,158,26,2,0,1,9,0.16,0
1498,20231220,4,3,4,31,19,3,2,0,6,0.61,0
1499,20220709,4,1,2,145,10,3,1,0,8,0.07,1
1500,20220708,2,4,2,117,14,1,0,1,4,0.12,0
1501,20200326,4,8,4,147,36,3,0,1,3,0.24,0
1502,20251025,4,10,4,71,24,2,1,1,6,0.34,1
1503,20220819,3,9,3,24,9,2,2,0,9,0.38,0
1504,20210611,1,9,6,126,35,2,0,0,6,0.28,0
1505,20220706,4,5,5,18,30,3,1,1,10,1.67,1
1506,20241121,1,3,1,148,29,3,2,0,6,0.2,0
1507,20250506,2,2,6,95,5,3,1,1,1,0.05,0
1508,20250703,4,3,4,60,29,2,2,1,6,0.48,0
1509,20220810,4,3,5,179,38,2,0,0,6,0.21,0
1510,20210505,1,10,1,140,27,3,0,0,4,0.19,0
1511,20220104,2,1,6,131,8,2,0,0,7,0.06,0
1512,20240505,4,7,6,126,9,2,0,0,5,0.07,0
1513,20231225,2,7,3,132,6,1,1,1,4,0.05,0
1514,20220717,3,2,3,120,7,3,1,0,10,0.06,1
1515,20200906,1,6,1,48,1,3,0,0,6,0.02,0
1516,20240424,3,1,5,149,24,1,0,0,10,0.16,0
1517,20250802,2,9,2,93,7,3,0,1,10,0.08,0
1518,20211225,4,3,5,43,29,1,2,0,9,0.67,0
1519,20210507,3,5,1,94,12,3,2,0,2,0.13,0
1520,20250731,2,10,2,161,22,2,2,1,8,0.14,0
1521,20210421,1,6,2,98,10,1,1,0,7,0.1,1
1522,20200619,3,1,4,173,38,1,2,0,6,0.22,0
1523,20251106,4,9,6,56,19,2,0,1,4,0.34,0
1524,20230414,4,7,4,101,6,2,0,1,2,0.06,0
1525,20230809,4,10,4,83,32,2,2,0,9,0.39,0
1526,20200619,2,2,3,155,37,3,0,1,1,0.24,0
1527,20200424,1,5,4,53,23,3,0,1,9,0.43,0
1528,20211231,3,1,2,30,30,1,0,1,2,1.0,0
1529,20220413,4,4,5,168,40,1,0,1,4,0.24,0
1530,20210421,3,1,2,173,22,1,1,0,6,0.13,1
1531,20240704,1,3,2,158,16,3,2,1,7,0.1,0
1532,20230622,2,5,4,7,27,2,1,1,4,3.86,0
1533,20250622,3,10,1,165,26,1,2,1,3,0.16,0
1534,20220702,1,2,1,45,32,1,0,1,3,0.71,0
1535,20221116,4,5,5,78,19,3,1,0,2,0.24,0
1536,20240605,2,2,5,132,13,1,2,0,8,0.1,0
1537,20250515,1,2,2,14,25,1,0,0,4,1.79,0
1538,20241120,3,8,6,41,29,3,0,0,4,0.71,0
1539,20230726,1,10,1,44,22,2,0,1,8,0.5,0
1540,20220401,1,7,4,44,19,3,0,0,3,0.43,0
1541,20220307,3,8,1,117,5,1,2,1,9,0.04,0
1542,20211021,2,9,3,19,8,3,0,1,9,0.42,0
1543,20200312,2,6,3,14,10,1,2,0,1,0.71,0
1544,20240410,1,10,1,104,37,1,0,0,10,0.36,0
1545,20201029,1,8,5,170,25,2,2,1,8,0.15,0
1546,20220831,4,10,3,93,30,2,0,1,9,0.32,0
1547,20240115,2,3,3,168,12,2,1,0,6,0.07,1
1548,20200326,4,5,2,15,30,2,2,0,7,2.0,0
1549,20210527,3,4,4,112,27,2,2,1,8,0.24,0
1550,20240510,4,6,3,88,26,1,2,0,4,0.3,0
1551,20220607,2,10,2,173,40,2,1,1,6,0.23,1
1552,20230611,2,7,2,125,7,3,2,1,5,0.06,0
1553,20240815,1,4,2,91,36,1,2,1,9,0.4,0
1554,20241103,2,8,1,57,25,3,2,0,5,0.44,0
1555,20210930,4,10,2,43,27,2,1,0,3,0.63,0
1556,20250616,3,10,5,140,3,3,0,0,2,0.02,0
1557,20200328,1,1,3,28,21,2,0,0,4,0.75,0
1558,20230613,1,6,5,85,38,2,1,1,3,0.45,0
1559,20230401,3,2,5,45,10,1,1,0,9,0.22,1
1560,20240805,2,9,5,165,31,3,1,0,2,0.19,0
1561,20210823,4,2,1,39,25,2,1,1,3,0.64,0
1562,20200322,3,8,5,151,12,2,0,1,10,0.08,0
1563,20231109,3,2,3,22,12,1,2,1,7,0.55,0
1564,20210904,1,4,6,87,19,3,0,1,10,0.22,0
1565,20250719,1,10,5,111,11,2,1,0,9,0.1,1
1566,20230221,1,8,3,47,4,3,0,1,5,0.09,0
1567,20250112,4,6,1,74,30,3,0,1,9,0.41,0
1568,20200508,2,10,1,151,2,2,1,0,8,0.01,1
1569,20240405,4,1,6,177,18,3,1,1,6,0.1,1
1570,20250930,4,7,6,92,9,2,2,1,9,0.1,0
1571,20220301,4,5,3,26,29,3,0,1,9,1.12,0
1572,20210409,1,3,1,67,5,1,1,0,3,0.07,0
1573,20220828,1,2,1,8,22,3,0,0,10,2.75,0
1574,20250302,3,2,5,36,4,3,0,0,2,0.11,0
1575,20220130,1,2,1,115,15,1,0,0,7,0.13,0
1576,20230805,2,8,2,131,39,3,0,1,5,0.3,0
1577,20200907,4,3,5,6,6,1,0,1,3,1.0,0
1578,20220214,1,2,2,52,21,1,0,1,10,0.4,0
1579,20230430,4,9,6,78,14,2,1,1,4,0.18,0
1580,20200129,3,5,2,21,4,1,1,1,1,0.19,0
1581,20241027,1,8,1,177,6,2,2,1,10,0.03,0
1582,20200926,3,6,4,96,31,2,1,1,8,0.32,1
1583,20230707,2,4,5,48,3,3,1,1,8,0.06,1
1584,20250305,3,7,4,123,29,1,0,1,7,0.24,0
1585,20200410,2,6,4,166,10,2,1,0,7,0.06,1
1586,20211208,2,10,2,60,7,1,1,1,3,0.12,0
1587,20230114,3,4,1,132,26,1,1,1,4,0.2,0
1588,20220217,4,10,6,132,28,2,0,1,1,0.21,0
1589,20231218,1,2,3,127,39,2,0,0,9,0.31,0
1590,20250717,2,7,4,8,20,3,0,1,5,2.5,0
1591,20241023,1,10,2,140,19,2,2,1,3,0.14,0
1592,20240222,4,2,1,119,24,2,0,0,6,0.2,0
1593,20220814,3,8,3,147,22,3,1,0,3,0.15,0
1594,20230811,2,10,5,65,16,2,2,1,1,0.25,0
1595,20230707,1,7,2,164,21,1,2,1,8,0.13,0
1596,20221225,1,8,4,54,18,3,0,1,1,0.33,0
1597,20250424,2,4,6,5,21,2,2,1,9,4.2,0
1598,20210821,3,6,4,85,39,3,0,0,10,0.46,0
1599,20210508,3,1,6,54,34,3,1,0,7,0.63,1
1600,20240928,1,5,3,57,10,2,0,0,7,0.18,0
1601,20201118,3,8,2,119,25,3,0,1,6,0.21,0
1602,20210317,3,8,3,55,39,2,1,0,10,0.71,1
1603,20210610,3,1,1,18,21,3,1,1,3,1.17,0
1604,20230715,4,9,1,165,28,3,1,1,3,0.17,0
1605,20230830,1,5,3,149,37,1,2,0,3,0.25,0
1606,20250727,1,2,2,43,7,3,0,0,2,0.16,0
1607,20240115,3,6,1,110,22,1,1,1,9,0.2,1
1608,20200911,4,7,6,44,36,1,0,1,3,0.82,0
1609,20210417,3,4,2,19,36,1,0,0,8,1.89,0
1610,20200622,1,4,2,44,9,3,1,1,7,0.2,1
1611,20240609,1,9,3,131,2,3,2,1,9,0.02,0
1612,20201005,1,4,5,14,14,1,2,1,1,1.0,0
1613,20231202,1,10,3,135,11,2,0,0,9,0.08,0
1614,20200131,3,5,5,100,33,2,0,0,10,0.33,0
1615,20221115,3,4,3,71,26,1,2,1,8,0.37,0
1616,20200428,4,10,6,176,33,2,0,0,2,0.19,0
1617,20200619,4,2,6,57,13,3,2,1,4,0.23,0
1618,20230527,3,8,1,170,15,3,1,0,9,0.09,1
1619,20200407,3,1,2,51,22,1,1,1,6,0.43,1
1620,20250218,4,10,2,130,31,3,2,1,4,0.24,0
1621,20201114,1,1,1,163,4,1,1,0,5,0.02,0
1622,20241227,4,10,2,29,4,2,0,0,7,0.14,0
1623,20240307,1,5,4,172,2,2,0,0,5,0.01,0
1624,20210803,3,8,2,35,2,2,0,0,2,0.06,0
1625,20201218,2,8,5,147,18,2,0,1,2,0.12,0
1626,20210919,2,2,4,178,25,1,0,1,7,0.14,0
1627,20250322,4,3,1,152,3,3,0,1,5,0.02,0
1628,20250516,2,5,1,176,18,1,0,1,1,0.1,0
1629,20200629,4,9,6,130,15,3,2,0,5,0.12,0
1630,20240131,1,10,3,121,31,3,0,1,6,0.26,0
1631,20210819,3,6,4,49,38,2,1,1,6,0.78,1
1632,20230412,2,8,6,143,27,2,1,0,10,0.19,1
1633,20221103,2,6,3,170,30,2,2,0,1,0.18,0
1634,20231107,2,10,3,143,11,3,0,0,7,0.08,0
1635,20201130,4,2,5,144,3,3,0,0,5,0.02,0
1636,20211105,2,6,4,34,21,3,1,1,9,0.62,1
1637,20240527,2,10,3,109,7,1,2,1,3,0.06,0
1638,20220210,1,9,1,131,10,1,2,1,4,0.08,0
1639,20240721,3,4,5,168,7,1,0,0,1,0.04,0
1640,20230426,1,4,2,179,5,1,1,1,2,0.03,0
1641,20240924,3,7,1,157,20,2,1,1,4,0.13,0
1642,20230529,4,10,5,127,40,3,0,1,1,0.31,0
1643,20250809,3,6,1,70,31,2,2,0,7,0.44,0
1644,20231208,4,1,4,14,32,1,1,1,9,2.29,1
1645,20210112,1,4,6,166,7,2,1,1,4,0.04,0
1646,20250406,1,6,3,146,29,1,2,1,2,0.2,0
1647,20200212,2,10,6,12,33,2,0,0,8,2.75,0
1648,20230130,4,9,6,17,17,3,0,1,3,1.0,0
1649,20250124,3,3,1,79,39,2,1,0,3,0.49,0
1650,20201110,2,8,4,68,1,2,2,0,7,0.01,0
1651,20200628,3,3,2,92,38,2,0,1,2,0.41,0
1652,20210219,2,3,2,159,37,1,1,1,6,0.23,1
1653,20241027,1,9,6,99,35,1,1,1,1,0.35,0
1654,20230216,4,9,6,113,5,1,0,1,6,0.04,0
1655,20250428,4,9,2,40,8,1,0,0,10,0.2,0
1656,20220204,2,8,6,144,24,3,1,1,2,0.17,0
1657,20220129,4,2,5,15,15,1,0,1,3,1.0,0
1658,20240519,1,6,1,135,1,1,2,1,10,0.01,0
1659,20200206,3,3,3,67,31,1,0,1,8,0.46,0
1660,20250514,2,2,2,104,36,3,2,0,3,0.35,0
1661,20210604,2,2,4,136,5,3,0,0,7,0.04,0
1662,20240121,2,5,4,20,28,1,1,1,1,1.4,0
1663,20220227,3,7,4,160,15,3,0,1,10,0.09,0
1664,20250918,4,3,2,158,34,2,1,0,7,0.22,1
1665,20200506,4,2,5,26,10,3,0,1,5,0.38,0
1666,20240529,3,8,6,92,20,3,2,1,5,0.22,0
1667,20250408,4,7,6,155,36,3,2,0,8,0.23,0
1668,20231012,1,8,3,141,34,3,2,0,5,0.24,0
1669,20230103,3,5,5,136,15,2,1,0,10,0.11,1
